film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
James and the Giant Peach,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Quest,1996,1.0,1.0,0.0,0.0,0.0,,,,,
Special Effects,1996,1.0,0.0,0.0,0.0,0.0,,,,,
One Fine Day,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
William Shakespeare's Romeo & Juliet,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Prisoner of the Mountains,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Shine,1996,7.0,1.0,4.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0
Canhead,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Primal Fear,1996,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
101 Dalmatians,1996,,,,,,1.0,0.0,1.0,0.0,0.0
A Time to Kill,1996,,,,,,1.0,0.0,1.0,0.0,0.0
Lone Star,1996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Everyone Says I Love You,1996,,,,,,1.0,0.0,1.0,0.0,0.0
Sleepers,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Tin Cup,1996,,,,,,1.0,0.0,1.0,0.0,0.0
La Salla,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Star Trek: First Contact,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Ridicule,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Michael Collins,1996,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Kolya,1996,1.0,1.0,0.0,0.0,0.0,,,,,
Breaking the Waves,1996,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Marvin's Room,1996,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Breathing Lessons: The Life and Work of Mark O'Brien,1996,1.0,1.0,0.0,0.0,0.0,,,,,
Up Close & Personal,1996,,,,,,1.0,0.0,0.0,0.0,0.0
Secrets & Lies,1996,5.0,0.0,4.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
"Czech Republic, Jan Sverák",1996,,,,,,1.0,1.0,0.0,0.0,0.0
A Chef in Love,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Mandela,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Wordless,1996,1.0,0.0,0.0,0.0,0.0,,,,,
Anastasia,1997,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Fifth Element,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Hercules,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Wolfgang,1997,1.0,0.0,0.0,0.0,0.0,,,,,
In & Out,1997,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Secrets of the Heart,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Alaska: Spirit of the Wild,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Geri's Game,1997,1.0,1.0,0.0,0.0,0.0,,,,,
The Boxer,1997,,,,,,3.0,0.0,3.0,0.0,0.0
Four Days in September,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Afterglow,1997,1.0,0.0,1.0,0.0,0.0,,,,,
Visas and Virtue,1997,1.0,1.0,0.0,0.0,0.0,,,,,
"France, Agnès Merlet",1997,,,,,,1.0,0.0,0.0,0.0,0.0
The Wings of the Dove,1997,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Air Force One,1997,2.0,0.0,0.0,0.0,0.0,,,,,
Wag the Dog,1997,2.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Redux Riding Hood,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Dance Lexie Dance,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Gattaca,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
As Good as It Gets,1997,7.0,2.0,4.0,2.0,0.0,6.0,3.0,5.0,3.0,1.0
Waco: The Rules of Engagement,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Liar Liar,1997,,,,,,1.0,0.0,1.0,0.0,0.0
A Thousand Acres,1997,,,,,,1.0,0.0,1.0,0.0,0.0
"Belgium, Alain Berliner",1997,,,,,,1.0,1.0,0.0,0.0,0.0
The Mermaid,1997,1.0,0.0,0.0,0.0,0.0,,,,,
My Best Friend's Wedding,1997,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Mrs. Brown,1997,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Donnie Brasco,1997,1.0,0.0,0.0,0.0,0.0,,,,,
4 Little Girls,1997,1.0,0.0,0.0,0.0,0.0,,,,,
The Lost World: Jurassic Park,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Tomorrow Never Dies,1997,,,,,,1.0,0.0,0.0,0.0,0.0
"Germany, Ivan Fíla",1997,,,,,,1.0,0.0,0.0,0.0,0.0
Men in Black,1997,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Kundun,1997,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Boogie Nights,1997,3.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
L.A. Confidential,1997,9.0,2.0,3.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0
Deconstructing Harry,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Titanic,1997,13.0,10.0,4.0,2.0,1.0,8.0,4.0,5.0,2.0,1.0
"Italy, Pupi Avati",1997,,,,,,1.0,0.0,0.0,0.0,0.0
The Sweet Hereafter,1997,2.0,0.0,1.0,0.0,0.0,,,,,
The Long Way Home,1997,1.0,1.0,0.0,0.0,0.0,,,,,
Ulee's Gold,1997,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
A Story of Healing,1997,1.0,1.0,0.0,0.0,0.0,,,,,
Famous Fred,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Face/Off,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Colors Straight Up,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Oscar and Lucinda,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Beyond Silence,1997,1.0,0.0,0.0,0.0,0.0,,,,,
The Thief,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Con Air,1997,2.0,0.0,0.0,0.0,0.0,,,,,
It's Good to Talk,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Jackie Brown,1997,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Ayn Rand: A Sense of Life,1997,1.0,0.0,0.0,0.0,0.0,,,,,
John Grisham's The Rainmaker,1997,,,,,,1.0,0.0,1.0,0.0,0.0
Daughter of the Bride,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Contact,1997,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Full Monty,1997,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Apostle,1997,1.0,0.0,1.0,0.0,0.0,,,,,
The Ice Storm,1997,,,,,,1.0,0.0,1.0,0.0,0.0
La Vieille Dame et les Pigeons (The Old Lady and the Pigeons),1997,1.0,0.0,0.0,0.0,0.0,,,,,
Amazon,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Selena,1997,,,,,,1.0,0.0,1.0,0.0,0.0
Good Will Hunting,1997,9.0,2.0,5.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0
Seven Years in Tibet,1997,,,,,,1.0,0.0,0.0,0.0,0.0
Character,1997,1.0,1.0,0.0,0.0,0.0,,,,,
Chasing Amy,1997,,,,,,1.0,0.0,1.0,0.0,0.0
Still Kicking: The Fabulous Palm Springs Follies,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Starship Troopers,1997,1.0,0.0,0.0,0.0,0.0,,,,,
"Russia, Pavel Chukhray",1997,,,,,,1.0,0.0,0.0,0.0,0.0
Amistad,1997,4.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
Sweethearts?,1997,1.0,0.0,0.0,0.0,0.0,,,,,
Bunny,1998,1.0,1.0,0.0,0.0,0.0,,,,,
Sunrise over Tiananmen Square,1998,1.0,0.0,0.0,0.0,0.0,,,,,
The Opposite of Sex,1998,,,,,,1.0,0.0,1.0,0.0,0.0
American History X,1998,1.0,0.0,1.0,0.0,0.0,,,,,
Babe: Pig in the City,1998,1.0,0.0,0.0,0.0,0.0,,,,,
The Grandfather,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Wilde,1998,,,,,,1.0,0.0,1.0,0.0,0.0
Elizabeth,1998,7.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Dancemaker,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Election Night (Valgaften),1998,1.0,1.0,0.0,0.0,0.0,,,,,
Little Voice,1998,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Affliction,1998,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Regret to Inform,1998,1.0,0.0,0.0,0.0,0.0,,,,,
"Denmark, Thomas Vinterberg",1998,,,,,,1.0,0.0,0.0,0.0,0.0
The Mask of Zorro,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Rushmore,1998,,,,,,1.0,0.0,1.0,0.0,0.0
You've Got Mail,1998,,,,,,1.0,0.0,1.0,0.0,0.0
Lenny Bruce: Swear to Tell the Truth,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Mulan,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
There's Something About Mary,1998,,,,,,2.0,0.0,2.0,0.0,0.0
Children of Heaven,1998,1.0,0.0,0.0,0.0,0.0,,,,,
A Simple Plan,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Pleasantville,1998,3.0,0.0,0.0,0.0,0.0,,,,,
A Place in the Land,1998,1.0,0.0,0.0,0.0,0.0,,,,,
"The Farm: Angola, U.S.A.",1998,1.0,0.0,0.0,0.0,0.0,,,,,
The Horse Whisperer,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
When Life Departs,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Bulworth,1998,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Happiness,1998,,,,,,1.0,0.0,0.0,0.0,0.0
Primary Colors,1998,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Tango,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Without Limits,1998,,,,,,1.0,0.0,1.0,0.0,0.0
Out of Sight,1998,2.0,0.0,0.0,0.0,0.0,,,,,
"Netherlands, Karim Traïdia",1998,,,,,,1.0,0.0,0.0,0.0,0.0
The Thin Red Line,1998,7.0,0.0,2.0,0.0,0.0,,,,,
One True Thing,1998,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Velvet Goldmine,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Quest for Camelot,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Patch Adams,1998,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"Argentina, Carlos Saura",1998,,,,,,1.0,0.0,0.0,0.0,0.0
The Last Days,1998,1.0,1.0,0.0,0.0,0.0,,,,,
Armageddon,1998,3.0,0.0,0.0,0.0,0.0,,,,,
City of Angels,1998,,,,,,1.0,0.0,0.0,0.0,0.0
The Mighty,1998,,,,,,2.0,0.0,1.0,0.0,0.0
The Truman Show,1998,3.0,0.0,2.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0
Victor,1998,1.0,0.0,0.0,0.0,0.0,,,,,
The Canterbury Tales,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Jolly Roger,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Holiday Romance,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Beloved,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Saving Private Ryan,1998,10.0,4.0,3.0,1.0,0.0,5.0,2.0,3.0,2.0,1.0
The Prince of Egypt,1998,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Stepmom,1998,,,,,,1.0,0.0,1.0,0.0,0.0
A Civil Action,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Still Crazy,1998,,,,,,2.0,0.0,1.0,0.0,0.0
Shakespeare in Love,1998,13.0,7.0,5.0,3.0,1.0,6.0,3.0,5.0,2.0,1.0
"United States, John Sayles",1998,,,,,,1.0,0.0,0.0,0.0,0.0
Central Station,1998,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Personals: Improvisations on Romance in the Golden Years,1998,1.0,1.0,0.0,0.0,0.0,,,,,
La Carte Postale (The Postcard),1998,1.0,0.0,0.0,0.0,0.0,,,,,
Culture,1998,1.0,0.0,0.0,0.0,0.0,,,,,
Life Is Beautiful,1998,7.0,3.0,3.0,1.0,0.0,,,,,
A Bug's Life,1998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hilary and Jackie,1998,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Mighty Joe Young,1998,1.0,0.0,0.0,0.0,0.0,,,,,
What Dreams May Come,1998,2.0,1.0,0.0,0.0,0.0,,,,,
Gods and Monsters,1998,3.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
More,1998,1.0,0.0,0.0,0.0,0.0,,,,,
"Brazil, Walter Salles",1998,,,,,,1.0,1.0,0.0,0.0,0.0
Quest For Camelot: The Magic Sword,1998,,,,,,1.0,1.0,0.0,0.0,0.0
One Day in September,1999,1.0,1.0,0.0,0.0,0.0,,,,,
Life,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Solomon and Gaenor,1999,1.0,0.0,0.0,0.0,0.0,,,,,
On the Ropes,1999,1.0,0.0,0.0,0.0,0.0,,,,,
"Girl, Interrupted",1999,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Angela's Ashes,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Speaking in Strings,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Red Violin,1999,1.0,1.0,0.0,0.0,0.0,,,,,
Killing Joe,1999,1.0,0.0,0.0,0.0,0.0,,,,,
American Beauty,1999,8.0,5.0,4.0,3.0,1.0,6.0,3.0,4.0,2.0,1.0
Magnolia,1999,3.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Major and Minor Miracles,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Legend of 1900,1999,,,,,,1.0,1.0,0.0,0.0,0.0
Anywhere But Here,1999,,,,,,1.0,0.0,1.0,0.0,0.0
"Germany, François Girard",1999,,,,,,1.0,0.0,0.0,0.0,0.0
An Ideal Husband,1999,,,,,,2.0,0.0,2.0,0.0,0.0
A Map of the World,1999,,,,,,1.0,0.0,1.0,0.0,0.0
"Spain, Pedro Almodóvar",1999,,,,,,1.0,1.0,0.0,0.0,0.0
Sweet and Lowdown,1999,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Fight Club,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Wildest Show in the South: The Angola Prison Rodeo,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Eyes Wide Shut,1999,,,,,,1.0,0.0,0.0,0.0,0.0
The Green Mile,1999,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Man on the Moon,1999,,,,,,2.0,1.0,2.0,1.0,0.0
Eyewitness,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Star Wars Episode I: The Phantom Menace,1999,2.0,0.0,0.0,0.0,0.0,,,,,
Austin Powers: The Spy Who Shagged Me,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Sixth Sense,1999,6.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
The Hurricane,1999,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0
Bicentennial Man,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The End of the Affair,1999,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
The Insider,1999,7.0,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Tarzan,1999,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
"South Park: Bigger, Longer & Uncut",1999,1.0,0.0,0.0,0.0,0.0,,,,,
Boys Don't Cry,1999,2.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
Analyze This,1999,,,,,,2.0,0.0,2.0,0.0,0.0
Tumbleweeds,1999,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
"France, Régis Wargnier",1999,,,,,,1.0,0.0,0.0,0.0,0.0
Titus,1999,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Patrice Leconte",1999,,,,,,1.0,0.0,0.0,0.0,0.0
Anna and the King,1999,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Stuart Little,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Matrix,1999,3.0,3.0,0.0,0.0,0.0,,,,,
All about My Mother,1999,1.0,1.0,0.0,0.0,0.0,,,,,
The Cider House Rules,1999,7.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0
My Mother Dreams the Satan's Disciples in New York,1999,1.0,1.0,0.0,0.0,0.0,,,,,
King Gimp,1999,1.0,1.0,0.0,0.0,0.0,,,,,
My Grandmother Ironed the King's Shirts,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Toy Story 2,1999,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
Humdrum,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Music of the Heart,1999,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Straight Story,1999,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
The Mummy,1999,1.0,0.0,0.0,0.0,0.0,,,,,
East-West,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Topsy-Turvy,1999,4.0,2.0,0.0,0.0,0.0,,,,,
3 Misses,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Genghis Blues,1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Old Man and the Sea,1999,1.0,1.0,0.0,0.0,0.0,,,,,
"Canada, François Girard",1999,,,,,,1.0,0.0,0.0,0.0,0.0
Election,1999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Under the Sun,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Sleepy Hollow,1999,3.0,1.0,0.0,0.0,0.0,,,,,
Being John Malkovich,1999,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Notting Hill,1999,,,,,,3.0,0.0,3.0,0.0,0.0
When the Day Breaks,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Buena Vista Social Club,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Snow Falling on Cedars,1999,1.0,0.0,0.0,0.0,0.0,,,,,
"Bror, Min Bror (Teis and Nico)",1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Talented Mr. Ripley,1999,5.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0
Kleingeld (Small Change),1999,1.0,0.0,0.0,0.0,0.0,,,,,
The Muse,1999,,,,,,1.0,0.0,1.0,0.0,0.0
Caravan,1999,1.0,0.0,0.0,0.0,0.0,,,,,
Big Mama,2000,1.0,1.0,0.0,0.0,0.0,,,,,
By Courier,2000,1.0,0.0,0.0,0.0,0.0,,,,,
"Crouching Tiger, Hidden Dragon",2000,10.0,4.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
A Soccer Story (Uma Historia de Futebol),2000,1.0,0.0,0.0,0.0,0.0,,,,,
Father and Daughter,2000,1.0,1.0,0.0,0.0,0.0,,,,,
Meet The Parents,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Billy Elliot,2000,3.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
On Tiptoe: Gentle Steps to Freedom,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Before Night Falls,2000,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Chicken Run,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Dr. Seuss' How the Grinch Stole Christmas,2000,3.0,1.0,0.0,0.0,0.0,,,,,
The Taste of Others,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Long Night's Journey into Day,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Malèna,2000,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sound and Fury,2000,1.0,0.0,0.0,0.0,0.0,,,,,
"Mexico, Alejandro González Iñárritu",2000,,,,,,1.0,0.0,0.0,0.0,0.0
U-571,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Dr. Seuss' How The Grinch Stole Christmas!,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Divided We Fall,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Space Cowboys,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Dancer In The Dark,2000,,,,,,2.0,0.0,1.0,0.0,0.0
The Periwig-Maker,2000,1.0,0.0,0.0,0.0,0.0,,,,,
The Man on Lincoln's Nose,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Traffic,2000,5.0,4.0,3.0,2.0,0.0,5.0,2.0,4.0,1.0,0.0
"Italy, Marco Tullio Giordana",2000,,,,,,1.0,0.0,0.0,0.0,0.0
Dolphins,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Everybody Famous!,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Frequency,2000,,,,,,1.0,0.0,0.0,0.0,0.0
"Italy, Giuseppe Tornatore",2000,,,,,,1.0,0.0,0.0,0.0,0.0
Meet the Parents,2000,1.0,0.0,0.0,0.0,0.0,,,,,
The Patriot,2000,3.0,0.0,0.0,0.0,0.0,,,,,
Saving Grace,2000,,,,,,1.0,0.0,1.0,0.0,0.0
All The Pretty Horses,2000,,,,,,1.0,0.0,0.0,0.0,0.0
What Women Want,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Erin Brockovich,2000,5.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0
Amores Perros,2000,1.0,0.0,0.0,0.0,0.0,,,,,
High Fidelity,2000,,,,,,1.0,0.0,1.0,0.0,0.0
One Day Crossing,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Best in Show,2000,,,,,,1.0,0.0,1.0,0.0,0.0
"O Brother, Where Art Thou?",2000,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
The Perfect Storm,2000,2.0,0.0,0.0,0.0,0.0,,,,,
Into the Arms of Strangers: Stories of the Kindertransport,2000,1.0,1.0,0.0,0.0,0.0,,,,,
Rejected,2000,1.0,0.0,0.0,0.0,0.0,,,,,
"France, Patrice Leconte",2000,,,,,,1.0,0.0,0.0,0.0,0.0
Sunshine,2000,,,,,,3.0,0.0,2.0,0.0,0.0
Requiem For a Dream,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Wonder Boys,2000,3.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0
Cast Away,2000,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Pollock,2000,2.0,1.0,2.0,1.0,0.0,,,,,
Scottsboro: An American Tragedy,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Hollow Man,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Requiem for a Dream,2000,1.0,0.0,1.0,0.0,0.0,,,,,
You Can Count on Me,2000,2.0,0.0,1.0,0.0,0.0,,,,,
Curtain Call,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Almost Famous,2000,3.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0
Seraglio,2000,1.0,0.0,0.0,0.0,0.0,,,,,
102 Dalmatians,2000,1.0,0.0,0.0,0.0,0.0,,,,,
The Cell,2000,1.0,0.0,0.0,0.0,0.0,,,,,
The Emperor's New Groove,2000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vatel,2000,1.0,0.0,0.0,0.0,0.0,,,,,
You Can Count On Me,2000,,,,,,2.0,0.0,1.0,0.0,0.0
Quiero Ser (I want to be...),2000,1.0,1.0,0.0,0.0,0.0,,,,,
Legacy,2000,1.0,0.0,0.0,0.0,0.0,,,,,
Quills,2000,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Dancer in the Dark,2000,1.0,0.0,0.0,0.0,0.0,,,,,
"Taiwan, Ang Lee, Li-Kong Hsu, William Kong",2000,,,,,,1.0,1.0,0.0,0.0,0.0
Chocolat,2000,5.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Miss Congeniality,2000,,,,,,2.0,0.0,1.0,0.0,0.0
Shadow of the Vampire,2000,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Gladiator,2000,12.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,1.0,1.0
The Contender,2000,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Nurse Betty,2000,,,,,,1.0,1.0,1.0,1.0,0.0
Small Time Crooks,2000,,,,,,1.0,0.0,1.0,0.0,0.0
Elling,2001,1.0,0.0,0.0,0.0,0.0,,,,,
The Shipping News,2001,,,,,,2.0,0.0,1.0,0.0,0.0
Training Day,2001,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Bandits,2001,,,,,,2.0,0.0,2.0,0.0,0.0
The Deep End,2001,,,,,,1.0,0.0,1.0,0.0,0.0
The Lord of the Rings: The Fellowship of the Ring,2001,13.0,4.0,3.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
Amélie,2001,5.0,0.0,0.0,0.0,0.0,,,,,
No Man's Land,2001,1.0,1.0,0.0,0.0,0.0,,,,,
A Man Thing (Meska Sprawa),2001,1.0,0.0,0.0,0.0,0.0,,,,,
Jimmy Neutron: Boy Genius,2001,1.0,0.0,0.0,0.0,0.0,,,,,
The Others,2001,,,,,,1.0,0.0,1.0,0.0,0.0
Speed for Thespians,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Gosford Park,2001,6.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0
For the Birds,2001,1.0,1.0,0.0,0.0,0.0,,,,,
Stubble Trouble,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Children Underground,2001,1.0,0.0,0.0,0.0,0.0,,,,,
Mulholland Drive,2001,1.0,0.0,1.0,0.0,0.0,,,,,
Copy Shop,2001,1.0,0.0,0.0,0.0,0.0,,,,,
The Affair of the Necklace,2001,1.0,0.0,0.0,0.0,0.0,,,,,
"Brazil, Walter Salles",2001,,,,,,1.0,0.0,0.0,0.0,0.0
Black Hawk Down,2001,4.0,2.0,1.0,0.0,0.0,,,,,
Thoth,2001,1.0,1.0,0.0,0.0,0.0,,,,,
The Royal Tenenbaums,2001,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
