year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
2022,2023,Best motion picture - musical or comedy,Everything Everywhere All at Once,Everything Everywhere All at Once,False
2022,2023,Best motion picture - musical or comedy,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,False
2022,2023,Best motion picture - musical or comedy,Triangle of Sadness,Triangle of Sadness,False
2022,2023,Best motion picture - foreign language,"Argentina, 1985","Argentina, 1985",True
2022,2023,Best motion picture - foreign language,Close,"Belgium, France, Netherlands",False
2022,2023,Best motion picture - foreign language,All Quiet on the Western Front,Germany,False
2022,2023,Best motion picture - foreign language,RRR,India,False
2022,2023,Best motion picture - foreign language,Decision to Leave,South Korea,False
2022,2023,Best original score - motion picture,Justin Hurwitz,Babylon,True
2022,2023,Best original score - motion picture,Alexandre Desplat,Guillermo del Toro's Pinocchio,False
2022,2023,Best original score - motion picture,Carter Burwell,"Banshees of Inisherin, The",False
2022,2023,Best original score - motion picture,Hildur Guðnadóttir,Women Talking,False
2022,2023,Best original score - motion picture,John Williams,"Fabelmans, The",False
2022,2023,Best original song - motion picture,Naatu Naatu,M.M. Keeravaani,True
2022,2023,Best original song - motion picture,Carolina,Taylor Swift,False
2022,2023,Best original song - motion picture,Ciao Papa,"Alexandre Desplat                    , 
                      Roeban Katz                    , 
                      Guillermo Del Toro",False
2022,2023,Best original song - motion picture,Hold My Hand,"Stefani Germanotta                    , 
                      Benjamin Rice",False
2022,2023,Best original song - motion picture,Lift Me Up,"Ryan Coogler                    , 
                      Ludwig Göransson",False
2022,2023,Best actor - drama,Austin Butler,Elvis,True
2022,2023,Best actor - drama,Bill Nighy,Living,False
2022,2023,Best actor - drama,Brendan Fraser,"Whale, The",False
2022,2023,Best actor - drama,Hugh Jackman,"Son, The",False
2022,2023,Best actor - drama,Jeremy Pope,"Inspection, The",False
2022,2023,Best actor - musical or comedy,Colin Farrell,"Banshees of Inisherin, The",True
2022,2023,Best actor - musical or comedy,Adam Driver,White Noise,False
2022,2023,Best actor - musical or comedy,Daniel Craig,Glass Onion: A Knives Out Mystery,False
2022,2023,Best actor - musical or comedy,Diego Calva,Babylon,False
2022,2023,Best actor - musical or comedy,Ralph Fiennes,"Menu, The",False
2022,2023,Best supporting actor - motion picture,Ke Quan,Everything Everywhere All at Once,True
2022,2023,Best supporting actor - motion picture,Barry Keoghan,"Banshees of Inisherin, The",False
2022,2023,Best supporting actor - motion picture,Brad Pitt,Babylon,False
2022,2023,Best supporting actor - motion picture,Brendan Gleeson,"Banshees of Inisherin, The",False
2022,2023,Best supporting actor - motion picture,Eddie Redmayne,"Good Nurse, The",False
2022,2023,Best actress - drama,Cate Blanchett,TÁR,True
2022,2023,Best actress - drama,Anna de Armas,Blonde,False
2022,2023,Best actress - drama,Michelle Williams,"Fabelmans, The",False
2022,2023,Best actress - drama,Olivia Colman,Empire of Light,False
2022,2023,Best actress - drama,Viola Davis,"Woman King, The",False
2022,2023,Best actress - musical or comedy,Michelle Yeoh,Everything Everywhere All at Once,True
2022,2023,Best actress - musical or comedy,Anya Taylor-Joy,"Menu, The",False
2022,2023,Best actress - musical or comedy,Emma Thompson,"Good Luck to You, Leo Grande",False
2022,2023,Best actress - musical or comedy,Lesley Manville,Mrs. Harris Goes to Paris,False
2022,2023,Best actress - musical or comedy,Margot Robbie,Babylon,False
2022,2023,Best supporting actress - motion picture,Angela Bassett,Black Panther: Wakanda Forever,True
2022,2023,Best supporting actress - motion picture,Carey Mulligan,She Said,False
2022,2023,Best supporting actress - motion picture,Dolly de Leon,Triangle of Sadness,False
2022,2023,Best supporting actress - motion picture,Jamie Lee Curtis,Everything Everywhere All at Once,False
2022,2023,Best supporting actress - motion picture,Kerry Condon,"Banshees of Inisherin, The",False
2022,2023,Best screenplay - motion picture,Martin McDonagh,"Banshees of Inisherin, The",True
2022,2023,Best screenplay - motion picture,Daniel Kwan,Everything Everywhere All at Once,False
2022,2023,Best screenplay - motion picture,Sarah Polley,Women Talking,False
2022,2023,Best screenplay - motion picture,Steven Spielberg,"Fabelmans, The",False
2022,2023,Best screenplay - motion picture,Todd Field,TÁR,False
